schema_version,record_grain,candidate_id,source_index,source_name,source_description,source_geometry_type_original,score_interpretation,geometry_interpretation,geophysics_interpretation,angular_continuity,annular_relief_normalized,best_radius_ratio,centre_match,centre_shift_ratio,crust1_cell_lat,crust1_cell_lon,crust1_context_only,crust1_crust_thickness_km,crust1_lower_crust_density,crust1_lower_crust_vp,crust1_sediment_thickness_km,crust1_upper_crust_density,crust1_upper_crust_vp,crust1_water_thickness_km,data_quality,diameter_km,followup_score,geology_boundary_coincidence,geology_boundary_crossings,geology_independence,geology_nearby_boundaries,geology_nearby_types,geometry_angular_coverage,geometry_relative_radial_mad,gravity_bouguer_angular_continuity,gravity_bouguer_annular_anomaly_robust,gravity_bouguer_annular_gradient_enrichment,gravity_bouguer_central_annular_contrast,gravity_bouguer_central_anomaly_robust,gravity_bouguer_diameter_pixels,gravity_bouguer_radial_alignment,gravity_bouguer_ring_score,gravity_bouguer_valid_fraction,gravity_disturbance_angular_continuity,gravity_disturbance_annular_anomaly_robust,gravity_disturbance_annular_gradient_enrichment,gravity_disturbance_central_annular_contrast,gravity_disturbance_central_anomaly_robust,gravity_disturbance_diameter_pixels,gravity_disturbance_radial_alignment,gravity_disturbance_ring_score,gravity_disturbance_valid_fraction,gravity_freeair_angular_continuity,gravity_freeair_annular_anomaly_robust,gravity_freeair_annular_gradient_enrichment,gravity_freeair_central_annular_contrast,gravity_freeair_central_anomaly_robust,gravity_freeair_diameter_pixels,gravity_freeair_radial_alignment,gravity_freeair_ring_score,gravity_freeair_valid_fraction,gravity_isostatic_angular_continuity,gravity_isostatic_annular_anomaly_robust,gravity_isostatic_annular_gradient_enrichment,gravity_isostatic_central_annular_contrast,gravity_isostatic_central_anomaly_robust,gravity_isostatic_diameter_pixels,gravity_isostatic_radial_alignment,gravity_isostatic_ring_score,gravity_isostatic_valid_fraction,hough_percentile,lat,lon,magnetic_angular_continuity,magnetic_annular_anomaly_robust,magnetic_annular_gradient_enrichment,magnetic_central_annular_contrast,magnetic_central_anomaly_robust,magnetic_diameter_pixels,magnetic_radial_alignment,magnetic_ring_score,magnetic_valid_fraction,name,native_diameter_pixels,radial_alignment,radius_km,radius_match,rank,relief_score,sample_cols,sample_rows,sediment_angular_continuity,sediment_annular_anomaly_robust,sediment_annular_gradient_enrichment,sediment_central_annular_contrast,sediment_central_anomaly_robust,sediment_diameter_pixels,sediment_radial_alignment,sediment_ring_score,sediment_valid_fraction,source_stride_x,source_stride_y,terrain_iqr_m,tid_annulus_transition_fraction,tid_artifact_risk,tid_background_transition_fraction,tid_direct_fraction,tid_dominant_flag,tid_dominant_fraction,tid_land_fraction,tid_modelled_fraction,tid_normalized_entropy,tid_transition_angular_coverage,tid_transition_enrichment,tid_unique_flags,tid_valid_fraction,topography_score,topography_score_unweighted,geophysical_review_rank,review_tier,domain,gravity_consensus_percentile,magnetic_ring_score_stratified_percentile,structure_id,structure_is_representative,structure_structure_review_rank,structure_representative_candidate_id,structure_representative_name,structure_lon,structure_lat,structure_radius_km,structure_diameter_km,structure_member_count,structure_member_candidate_ids,structure_radius_min_km,structure_radius_max_km,structure_followup_score,structure_review_tier,structure_domain,structure_geology_independence,structure_geology_boundary_coincidence,structure_geology_nearby_types,structure_tid_artifact_risk,structure_active_fault_coverage,structure_nearest_active_fault_km,structure_nearest_active_fault_name,structure_nearest_active_fault_slip_type,structure_fault_length_within_radius_km,structure_fault_intersects_candidate,structure_fault_search_degrees,structure_active_fault_proximity_ratio,structure_fault_control_flag,manual_capture_complete,manual_review_status,manual_interpreter,manual_review_date,manual_source_type,manual_source_title,manual_source_uri,manual_source_accessed_date,manual_source_scale_or_resolution,manual_imagery_provider,manual_imagery_scene_id,manual_imagery_acquisition_date,manual_imagery_resolution_m,manual_original_trace_available,manual_original_trace_reference,manual_trace_confidence,manual_angular_extent_degrees,manual_feature_class,manual_geologic_unit,manual_lithology,manual_stratigraphic_age,manual_structural_setting,manual_geological_boundary_description,manual_endogenic_alternative,manual_candidate_interpretation,manual_inclusion_reason,manual_exclusion_reason,manual_outcrop_accessibility,manual_field_priority,manual_field_checked,manual_shock_evidence,manual_sample_or_core_reference,manual_citation,manual_validation_notes,manual_notes,morphology_score_used,gravity_consensus_used,gravity_morphology_agreement,tid_cleanliness,gravity_first_review_score,gravity_strong,gravity_weak,magnetic_supporting,magnetic_discordant,tid_risk_high,large_scale_regime,sub_10km_resolution_warning,magnetic_evidence_available,gravity_first_score_interpretation,gravity_first_rank
1.0.0,one original arcuate geometry,arc_0371,371,#359,,MultiPolygon,follow-up priority; not impact probability,visually identified arcuate geometry; not a confirmed crater or shock boundary,screening concordance; circular anomalies are physically plausible but non-diagnostic,0.9166666666666666,2.0953994867766688,0.78,0.6003730411984044,0.1,56.5,-10.5,1,13.240000128746033,3.049999952316284,7.099999904632568,2.4000000059604645,2.549999952316284,5.0,2.109999895095825,1.0,39.896920401375986,0.8152731983636461,0.0,0.0,1.0,0.0,,1.0,0.0085104646024001,0.6111111111111112,0.2782286887696086,2.032513102196901,1.557828522412695,1.8360572111823037,14.483298761370378,0.5989544012608581,0.4757977490197079,1.0,0.6666666666666666,-0.4475205767914855,1.716903060177236,2.1540836745392618,1.706563097747776,14.483298761370378,0.5916684501997342,0.4562669108332798,1.0,0.75,-0.1137935921521072,3.254454408566633,2.0966503500419784,1.9828567578898713,14.483298761370378,0.6343594232452192,0.5516695525256728,1.0,0.5833333333333334,0.2620493077460025,1.7237067823244092,1.4993172613010883,1.761366569047091,14.483298761370378,0.571564217953631,0.4356796332350204,1.0,0.9666666666666668,56.471477129112166,-10.30120936034813,0.5277777777777778,-0.1284481404761445,1.2230963253809068,-0.2602465907770391,-0.3886947312531837,14.483284947533075,0.1714458475510512,0.2984888811236647,1.0,#359,115.86627958041282,0.6275350732927145,19.948460200687993,0.1509774184559147,6.0,0.9701828814345071,273.0,151.0,0.0,-0.4545982195724225,1.0574898082794286,-0.9187248017645404,-1.373323021336963,5.793313979014712,0.7049744135657351,0.0353729488927071,1.0,1.0,1.0,98.9932861328125,0.0,0.0,0.0,1.0,17,1.0,0.0,0.0,-0.0,0.0,0.0,1,1.0,0.7631707671328797,0.7631707671328797,2,A_cross_layer,ocean,1.0,1.0,structure_0006,1,6,arc_0371,#359,-10.30120936034814,56.471477129112166,19.948460200687993,39.896920401375986,1,arc_0371,19.948460200687993,19.948460200687993,0.8152731983636461,A_cross_layer,ocean,1.0,0.0,,0.0,1,959.346061717355,,Sinistral_Transform,0.0,0,10,48.09123371257841,no_mapped_active_fault_within_radius,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8152731983636461,1.0,0.8982374654113368,1.0,0.9168729392636408,True,False,True,False,False,False,False,True,review priority; not impact probability,1
1.0.0,one original arcuate geometry,arc_0674,674,#657,,MultiPolygon,follow-up priority; not impact probability,visually identified arcuate geometry; not a confirmed crater or shock boundary,screening concordance; circular anomalies are physically plausible but non-diagnostic,0.6805555555555556,0.3985158853506797,1.0200000000000002,0.6003730411984044,0.1,-31.5,150.5,1,38.55000114440918,2.950000047683716,7.0,0.3000000119209289,2.7899999618530273,6.300000190734863,0.0,1.0,157.67491440694593,0.764737408691644,0.0404679800040876,2.0,0.9595320199959124,3.0,orogenic belt;volcanic arc,1.0,0.0087719753714788,0.6111111111111112,-0.1149852549983762,1.4120359917660883,0.489094658415459,0.3741094034170827,45.976246246929065,0.0543685117125767,0.5154633933698969,1.0,0.6388888888888888,0.281019017497261,1.8900154022006057,-0.892903415155316,-0.611884397658055,45.976246246929065,0.1951764355976125,0.6461873890930394,1.0,0.6666666666666666,0.2030229689282277,1.659452368314918,-0.5812477880716724,-0.3782248191434448,45.976246246929065,0.2231503731145531,0.6207843039425924,1.0,0.5833333333333334,0.0434117680519156,1.3811842062993724,0.243805773704444,0.2872175417563596,45.976246246929065,0.0632457680631829,0.4993553085516717,1.0,1.0,-31.136242573108287,150.49928347184633,0.3611111111111111,-0.1178080853503109,1.0824369532732638,0.3790524752726369,0.2612443899223259,45.980805967874325,-0.1304250168695698,0.3032397258630153,1.0,#657,367.84644774315143,-0.0037230446211405,78.83745720347297,0.984496437005408,52.0,0.3786783806656507,348.0,298.0,,,,,,18.39232238715051,,,0.0,2.0,2.0,166.80557250976562,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,-0.0,0.0,0.0,1,1.0,0.7097953388365938,0.7097953388365938,19,A_cross_layer,land,0.9931506849315068,0.3287671232876712,structure_0052,1,52,arc_0674,#657,150.4992834718463,-31.13624257310829,78.83745720347297,157.67491440694593,1,arc_0674,78.83745720347297,78.83745720347297,0.764737408691644,A_cross_layer,land,0.9595320199959124,0.0404679800040876,orogenic belt;volcanic arc,0.0,1,200.84030040564224,Maitland Scarp,Reverse,0.0,0,2,2.54752382344461,no_mapped_active_fault_within_radius,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764737408691644,0.9931506849315068,0.8641044717123733,1.0,0.8910496421304179,True,False,False,False,False,False,False,True,review priority; not impact probability,2
1.0.0,one original arcuate geometry,arc_0687,687,#670,,MultiPolygon,follow-up priority; not impact probability,visually identified arcuate geometry; not a confirmed crater or shock boundary,screening concordance; circular anomalies are physically plausible but non-diagnostic,0.7083333333333334,0.5870625455690005,1.0600000000000005,0.6003730411984044,0.1,49.5,14.5,1,34.81999969482422,2.859999895095825,6.599999904632568,0.0,2.740000009536743,6.099999904632568,0.0,1.0,254.38124575736512,0.7712053900434495,0.0701585522732652,3.0,0.9298414477267348,6.0,accretionary complex;foredeep basin;orogenic belt;volcanic arc,1.0,0.0010335474917425,0.5833333333333334,0.1810788441003838,1.341842206851272,-0.1519864334657,0.0290924106346837,85.33702232335155,0.1470726117100196,0.5036406879038346,1.0,0.7777777777777778,0.367202127496306,1.851967351428575,-0.5291420969419842,-0.1619399694456781,85.33702232335155,0.2266327389204534,0.6945117103314941,1.0,0.6666666666666666,0.4712836147171111,1.4886703723570331,-0.5955399052713206,-0.1242562905542095,85.33702232335155,0.2342101683212446,0.5852682588379816,1.0,0.5833333333333334,0.3775598286057439,1.3258448828218985,-0.3580962284215161,0.0194636001842277,85.33702232335155,0.1454387113613926,0.4990531290005724,1.0,1.0,49.69813380055884,14.709196100985364,0.4444444444444444,-0.0425044183223317,1.2141584420695388,-0.0127314173407451,-0.0552358356630768,85.33572018373127,-0.1995815271325549,0.3589117989280299,1.0,#670,682.6857614704504,0.1042087218065736,127.19062287868256,0.8688150562628421,43.0,0.5277796715692253,496.0,481.0,,,,,,34.134288073487596,,,0.0,3.0,2.0,167.44602966308594,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,-0.0,0.0,0.0,1,1.0,0.7264618865943178,0.7264618865943178,16,A_cross_layer,land,0.9836065573770492,0.7049180327868853,structure_0043,1,43,arc_0687,#670,14.709196100985366,49.69813380055884,127.19062287868256,254.38124575736512,1,arc_0687,127.19062287868256,127.19062287868256,0.7712053900434495,A_cross_layer,land,0.9298414477267348,0.0701585522732652,accretionary complex;foredeep basin;orogenic belt;volcanic arc,0.0,1,144.8912316861728,,Sinistral,0.0,0,2,1.139165988866754,no_mapped_active_fault_within_radius,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7712053900434495,0.9836065573770492,0.8645515319704972,1.0,0.8896653763392244,True,False,False,False,False,False,False,True,review priority; not impact probability,3
1.0.0,one original arcuate geometry,arc_1088,1088,#1086,,,follow-up priority; not impact probability,visually identified arcuate geometry; not a confirmed crater or shock boundary,screening concordance; circular anomalies are physically plausible but non-diagnostic,0.375,0.4937416472718215,0.98,1.0,0.0,58.5,101.5,1,35.20000076293945,2.9200000762939453,6.900000095367432,6.799999952316284,2.740000009536743,6.099999904632568,0.0,1.0,147.20665327601853,0.7887634961415881,0.0,0.0,1.0,0.0,,1.0,0.0052309239235593,0.5555555555555556,0.1454198446173624,1.3241589183563074,-0.4649957841526755,-0.3195759395353131,54.831053693440005,0.220349886886128,0.5019844492283436,1.0,0.7777777777777778,-0.5546139041766553,1.54199287953594,0.5578907628942055,0.00327685871755,54.831053693440005,0.3283891988349203,0.6530388379747747,1.0,0.6111111111111112,-0.3594761232592608,1.4271717818680518,0.1259590124899458,-0.233517110769315,54.831053693440005,0.2971082515614877,0.5617693386554949,1.0,0.5555555555555556,0.0124709003254976,1.3277309417138203,-0.4009868156619172,-0.3885159153364195,54.831053693440005,0.228280268434502,0.5043376281910048,1.0,1.0,58.35396299967667,101.64635137157296,0.3888888888888889,-0.2941251218357698,1.0452278426063892,0.0473927490388941,-0.2467323727968756,54.830217037960736,0.1133742704186598,0.3445107171635355,1.0,#1086,438.6417363040599,0.1511363362673477,73.60332663800926,0.9844964370054086,23.0,0.457181078794535,354.0,278.0,,,,,,21.93208681518429,,,0.0,3.0,2.0,68.36810302734375,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,-0.0,0.0,0.0,1,1.0,0.7291839694122925,0.7291839694122925,11,A_cross_layer,land,0.9657534246575342,0.5342465753424658,structure_0023,1,23,arc_1088,#1086,101.64635137157296,58.35396299967667,73.60332663800926,147.20665327601853,1,arc_1088,73.60332663800926,73.60332663800926,0.7887634961415881,A_cross_layer,land,1.0,0.0,,0.0,1,579.5846900279203,Central Sayan Fault,Sinistral,0.0,0,5,7.874436068336872,no_mapped_active_fault_within_radius,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7887634961415881,0.9657534246575342,0.8683313778434659,1.0,0.8895326143596051,True,False,False,False,False,False,False,True,review priority; not impact probability,4
1.0.0,one original arcuate geometry,arc_1105,1105,#1101,,,follow-up priority; not impact probability,visually identified arcuate geometry; not a confirmed crater or shock boundary,screening concordance; circular anomalies are physically plausible but non-diagnostic,0.8611111111111112,0.5049318397785677,0.9000000000000001,0.6003730411984044,0.1,38.5,-12.5,1,7.439999938011169,3.049999952316284,7.099999904632568,1.600000023841858,2.549999952316284,5.0,4.670000076293945,1.0,361.0976902676189,0.7588566067649023,0.1077421141776848,5.0,0.8922578858223151,3.0,oceanic crust;passive margin,1.0,0.0012819632709441,0.6388888888888888,0.5794131929465749,1.5318954612944888,-0.245010663143288,0.3344025298032868,109.79913987696592,0.0909309837901596,0.5605726305374966,1.0,0.8333333333333334,0.1513481753323255,2.4877597714525255,-0.7046158853657152,-0.5532677100333896,109.79913987696592,0.0903766757273701,0.7533560935557014,1.0,0.8055555555555556,0.3830347452568712,2.1539220615647743,-0.7823313047120348,-0.3992965594551635,109.79913987696592,0.1677440107066071,0.7320144096883296,1.0,0.6388888888888888,0.5061557693476963,1.5752238447507754,-0.958195716109542,-0.4520399467618458,109.79913987696592,0.1524385017483522,0.5810434567756714,1.0,1.0,38.06887838602087,-12.158689207324755,0.4166666666666667,-0.3377588288791662,1.0253379895717794,0.2055638167074467,-0.1321950121717194,109.79903515307124,-0.0588909712777034,0.3181271839152317,1.0,#1101,878.392281224445,0.1071533960064306,180.54884513380944,0.6766338461617297,66.0,0.4659869405225581,434.0,455.0,0.4166666666666667,-0.5519539004549291,0.8133308910374185,1.0740942539286364,0.5221403534737072,43.91961406124347,0.3400739066737516,0.3779436402116138,0.9936830541060148,4.0,3.0,1009.0557861328124,0.0018153812300583,0.0134886670682448,0.0246740386202343,0.9920324198090528,11,0.9753966618586442,0.0067999175767566,0.0011676626141905,0.0755466530571838,0.0,0.073574547644972,6,1.0,0.7212306049794782,0.7212306049794782,23,A_cross_layer,ocean,0.9941176470588236,0.4470588235294118,structure_0066,1,66,arc_1105,#1101,-12.158689207324755,38.06887838602087,180.54884513380944,361.0976902676189,1,arc_1105,180.54884513380944,180.54884513380944,0.7588566067649023,A_cross_layer,ocean,0.8922578858223151,0.1077421141776848,oceanic crust;passive margin,0.0134886670682448,1,132.5102153325543,,Reverse,311.64747526418216,1,2,0.7339300078842794,intersects_active_fault,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7588566067649023,0.9941176470588236,0.8607003128843752,0.9865113329317552,0.8874895475138522,True,False,False,False,False,False,False,True,review priority; not impact probability,5
1.0.0,one original arcuate geometry,arc_0795,795,#789,,MultiPolygon,follow-up priority; not impact probability,visually identified arcuate geometry; not a confirmed crater or shock boundary,screening concordance; circular anomalies are physically plausible but non-diagnostic,0.7638888888888888,0.6549035879845909,0.96,0.6003730411984044,0.1,-29.5,131.5,1,38.920000076293945,2.9200000762939453,6.900000095367432,2.5,2.740000009536743,6.099999904632568,0.0,1.0,91.18548522756274,0.7723501196093109,0.2044866620049036,4.0,0.7955133379950964,2.0,shield,1.0,0.0058136753947409,0.6666666666666666,0.1353726713517113,1.6738624321381432,-0.2102589677103755,-0.0748862963586642,26.401477320721643,0.0786052780565831,0.5983437104559522,1.0,0.75,0.3113869296759212,2.6213354098983195,-0.7225464780029063,-0.411159548326985,26.401477320721643,0.4309477272340352,0.7903611646486902,1.0,0.7222222222222222,0.2915560630568817,1.9602356341693885,-0.4772219040525175,-0.1856658409956357,26.401477320721643,0.0625797756924859,0.6620438247268431,1.0,0.6666666666666666,0.1478746309469469,1.7234956574589544,-0.229678382191563,-0.0818037512446161,26.401477320721643,0.0786862587801859,0.6078244061227619,1.0,1.0,-29.758999127292764,131.6253270694545,0.4722222222222222,0.0290913117138166,1.0865885695527724,0.2744705309819725,0.3035618426957892,26.4040957025808,0.200889004537304,0.4013451980711667,1.0,#789,211.2327656206464,0.2271511074940991,45.59274261378137,0.939413062813476,41.0,0.5749617753017935,396.0,344.0,,,,,,10.56163828103277,,,0.0,1.0,1.0,22.49639129638672,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,-0.0,0.0,0.0,1,1.0,0.7658169041671663,0.7658169041671663,15,A_cross_layer,land,0.9744897959183674,0.7244897959183674,structure_0041,1,41,arc_0795,#789,131.6253270694545,-29.758999127292764,45.59274261378137,91.18548522756274,1,arc_0795,45.59274261378137,45.59274261378137,0.7723501196093109,A_cross_layer,land,0.7955133379950964,0.2044866620049036,shield,0.0,1,2.5402430391265893,Maralinga Scarp,Reverse,51.540047089046865,1,2,0.0557159515637198,intersects_active_fault,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7723501196093109,0.9744897959183674,0.8617244244825346,1.0,0.8860779619874553,True,False,False,False,False,False,False,True,review priority; not impact probability,6
